Date,Open,High,Low,Close,Adj Close,Volume,Return,Volatility_20,MA10,MA20,MA50,RSI14,High_Low_Range,Open_Close_Diff,Volume_Change,Tomorrow_Close,Target
1981-02-24,0.4285714328289032,0.4285714328289032,0.4241071343421936,0.4241071343421936,0.3360368311405182,4244800,-0.03553299561191681,0.03394202928998122,0.45870535373687743,0.48705357015132905,0.5303124988079071,31.325303918132192,0.004464298486709595,-0.004464298486709595,0.20317460317460312,0.4508928656578064,1
1981-02-25,0.4508928656578064,0.453125,0.4508928656578064,0.4508928656578064,0.3572602868080139,4872000,0.06315793615959442,0.03814177958321402,0.45513392686843873,0.4810267835855484,0.5290624988079071,34.482759149878646,0.0022321343421936035,0.0,0.14775725593667555,0.4575892984867096,1
1981-02-26,0.4575892984867096,0.4598214328289032,0.4575892984867096,0.4575892984867096,0.3625660538673401,2710400,0.014851494310369695,0.03825171154615827,0.4537946432828903,0.47622767835855484,0.5284821420907975,36.666668150159765,0.0022321343421936035,0.0,-0.44367816091954027,0.4732142984867096,1
1981-02-27,0.4732142984867096,0.4776785671710968,0.4732142984867096,0.4732142984867096,0.3749464452266693,3690400,0.03414634051030774,0.03882354594332618,0.45446428656578064,0.47321428656578063,0.5289285707473755,40.62500304231975,0.004464268684387207,0.0,0.36157024793388426,0.4754464328289032,1
1981-03-02,0.4754464328289032,0.4776785671710968,0.4754464328289032,0.4754464328289032,0.3767151534557342,2940000,0.00471696301090585,0.037097530633871736,0.4564732164144516,0.47176339477300644,0.5291964280605316,47.058827225311816,0.0022321343421936035,0.0,-0.20333839150227617,0.46875,0
1981-03-03,0.4709821343421936,0.4709821343421936,0.46875,0.46875,0.3714093267917633,4043200,-0.014084515870819492,0.03490088371206189,0.456696429848671,0.4714285731315613,0.5290624994039536,45.45454821310717,0.0022321343421936035,-0.0022321343421936035,0.37523809523809515,0.4642857015132904,0
1981-03-04,0.4665178656578064,0.4665178656578064,0.4642857015132904,0.4642857015132904,0.3678719997406006,3427200,-0.009523836771647143,0.03379544616789673,0.45446428656578064,0.46997767984867095,0.5282589280605317,48.19277030910509,0.002232164144515991,-0.002232164144515991,-0.1523545706371191,0.4620535671710968,0
1981-03-05,0.4642857015132904,0.4642857015132904,0.4620535671710968,0.4620535671710968,0.3661033511161804,1344000,-0.004807674100059889,0.03254599452956211,0.45491071343421935,0.46752232164144514,0.5269196420907974,48.78048462785556,0.0022321343421936035,-0.0022321343421936035,-0.607843137254902,0.4575892984867096,0
1981-03-06,0.4620535671710968,0.4620535671710968,0.4575892984867096,0.4575892984867096,0.3625660538673401,2900800,-0.009661798980840075,0.03254688183367631,0.4573660731315613,0.46484375,0.5250446426868439,50.63291738247565,0.004464268684387207,-0.004464268684387207,1.1583333333333332,0.421875,0
1981-03-09,0.4241071343421936,0.4241071343421936,0.421875,0.421875,0.3342682719230652,3830400,-0.07804880622169286,0.03629766205184667,0.4555803596973419,0.4602678567171097,0.521875,38.88888724056298,0.0022321343421936035,-0.0022321343421936035,0.3204633204633205,0.4017857015132904,0
1981-03-10,0.4040178656578064,0.4040178656578064,0.4017857015132904,0.4017857015132904,0.3183508515357971,7095200,-0.04761907789442277,0.0360266964614574,0.4533482164144516,0.4560267850756645,0.5172321420907974,28.888891855875073,0.002232164144515991,-0.002232164144515991,0.8523391812865497,0.3861607015132904,0
